1999.08.02,00:00,1.61000,1.61820,1.60180,1.60780,307
1999.08.03,00:00,1.60520,1.61100,1.59170,1.59360,271
1999.08.04,00:00,1.59370,1.61200,1.59180,1.60510,291
1999.08.05,00:00,1.60550,1.61790,1.60240,1.60870,279
1999.08.06,00:00,1.60950,1.62050,1.60200,1.61510,315
1999.08.09,00:00,1.59000,1.61920,1.58090,1.60980,569
1999.08.11,00:00,1.60210,1.60420,1.58280,1.58420,250
1999.08.12,00:00,1.58220,1.61100,1.57630,1.58240,693
1999.08.13,00:00,1.58530,1.61100,1.55890,1.56000,790
1999.08.16,00:00,1.56170,1.56990,1.56000,1.56770,139
1999.08.17,00:00,1.56890,1.57080,1.54970,1.55290,263
1999.08.18,00:00,1.55090,1.56850,1.55090,1.56010,261
1999.08.19,00:00,1.56040,1.59000,1.55660,1.58930,380
1999.08.20,00:00,1.58800,1.59970,1.58520,1.59490,222
1999.08.23,00:00,1.59550,1.59660,1.56860,1.57060,312
1999.08.24,00:00,1.57030,1.57740,1.55780,1.56950,385
1999.08.25,00:00,1.57000,1.57390,1.55400,1.55850,284
1999.08.26,00:00,1.55840,1.57290,1.55790,1.56800,205
1999.08.27,00:00,1.56620,1.57020,1.55510,1.55720,213
1999.08.30,00:00,1.55790,1.56810,1.55260,1.56810,209
1999.08.31,00:00,1.56710,1.58560,1.56470,1.57450,345
1999.09.01,00:00,1.57510,1.59380,1.57030,1.57270,447
1999.09.02,00:00,1.57270,1.60310,1.57070,1.59740,402
1999.09.03,00:00,1.59720,1.60450,1.57690,1.58080,389
1999.09.07,00:00,1.57350,1.58170,1.56650,1.57620,278
1999.09.08,00:00,1.57570,1.59150,1.57220,1.57520,382
1999.09.09,00:00,1.57510,1.58120,1.55610,1.55610,313
1999.09.10,00:00,1.55610,1.56040,1.52600,1.52830,411
1999.09.13,00:00,1.52750,1.53250,1.51810,1.52910,273
1999.09.14,00:00,1.52910,1.53800,1.51820,1.52550,361
1999.09.15,00:00,1.52550,1.53750,1.51310,1.53490,395
1999.09.16,00:00,1.53500,1.56080,1.52990,1.53080,577
1999.09.17,00:00,1.53110,1.53420,1.52570,1.53270,155
1999.09.20,00:00,1.53020,1.53920,1.53000,1.53100,177
1999.09.21,00:00,1.53090,1.54900,1.52740,1.54830,259
1999.09.22,00:00,1.54830,1.55180,1.52870,1.53490,329
1999.09.23,00:00,1.53440,1.54750,1.52930,1.54650,244
1999.09.27,00:00,1.53540,1.54030,1.52620,1.53510,280
1999.09.28,00:00,1.53490,1.54390,1.53190,1.53700,220
1999.09.29,00:00,1.53720,1.56030,1.53690,1.55880,253
1999.09.30,00:00,1.55810,1.57010,1.55610,1.56570,205
